Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),Engine_Type,CC_Displacement,Transmission_Type,Power(BHP),Torque(Nm),Mileage(kmpl),Emission,Price,Transmission(Speed)
Maruti Suzuki,Omni,2014,white,muv,23885.0,1,8,petrol,36,"4 stroke cycle, Water cooled",796,Manual,34.0,59.0,16.8,BS V,328000,4
Tata,Harrier,2019,orange,suv,62300.0,1,5,diesel,50,Kryotec 2.0 L Turbocharge,1956,Manual,138.0,350.0,17.0,BS IV,1685000,6
Renault,Scala,2014,black,sedan,34080.0,1,5,diesel,41,Renault K9K Diesel engine,1461,Manual,85.0,200.0,21.64,BS IV,627000,5
Ford,EcoSport,2018,white,suv,78061.0,1,5,petrol,52,Ti-VCT Petrol Engine,1496,Automatic,120.69,149.0,14.7,BS V,935000,6
Maruti Suzuki,Vitara Brezza,2017,white,suv,28476.0,1,5,diesel,48,Front Wheel Drive,1248,Automatic,89.0,200.0,24.3,BS V,910000,5
Maruti Suzuki,Vitara Brezza,2016,white,suv,38729.0,1,5,diesel,48,Front Wheel Drive,1248,Automatic,89.0,200.0,24.3,BS V,810000,5
Maruti Suzuki,Ignis,2017,blue,hatchback,26203.0,1,5,petrol,32,1.2-Litre VVT Petrol Engine,1197,Automatic,81.8,113.0,20.89,BS V,650000,5
Tata,Nexon,2018,red,suv,35730.0,1,5,diesel,44,1.5L Revotorq Turbocharged,1497,Automatic,108.5,260.0,21.05,BS V,954000,6
Maruti Suzuki,Dzire,2018,grey,sedan,16491.0,1,5,petrol,37,1.2 Litre Petrol Engine,1197,Automatic,88.5,113.0,23.26,BS V,746000,5
Hyundai,Verna,2018,brown,sedan,35623.0,2,5,petrol,43,Front Wheel Drive,1591,Automatic,121.0,158.0,17.4,BS V,963000,6
Maruti Suzuki,Swift,2019,red,hatchback,15508.0,1,5,petrol,37,VTVT Engine,1197,Automatic,81.8,113.0,21.21,BS IV,784000,5
Maruti Suzuki,Dzire,2017,grey,sedan,34004.0,1,5,petrol,37,1.2 Litre Petrol Engine,1197,Automatic,88.5,113.0,23.26,BS V,727000,5
Maruti Suzuki,Vitara Brezza,2018,silver,suv,35042.0,1,5,diesel,48,DDiS 200 Diesel Engine,1248,Automatic,88.5,200.0,24.3,BS V,1071000,5
Hyundai,Verna,2018,orange,sedan,57046.0,1,5,petrol,43,Front Wheel Drive,1591,Automatic,121.0,158.0,17.4,BS V,898000,6
Hyundai,Verna,2019,white,sedan,22546.0,1,5,petrol,43,Front Wheel Drive,1591,Automatic,121.0,158.0,17.4,BS V,1040000,6
Maruti Suzuki,Vitara Brezza,2018,red,suv,31570.0,1,5,diesel,48,Front Wheel Drive,1248,Automatic,89.0,200.0,24.3,BS V,1152000,5
Honda,Jazz,2015,white,hatchback,49536.0,1,5,petrol,40,i-VTEC Petrol Engine,1199,Automatic,88.76,110.0,19.0,BS V,596000,5
Maruti Suzuki,Vitara Brezza,2017,blue,suv,53719.0,1,5,diesel,48,Front Wheel Drive,1248,Automatic,89.0,200.0,24.3,BS V,845000,5
Maruti Suzuki,Swift,2021,red,hatchback,10303.0,1,5,petrol,37,VTVT Engine,1197,Automatic,81.8,113.0,21.21,BS IV,816000,5
Maruti Suzuki,Swift,2020,red,hatchback,27437.0,1,5,petrol,37,VTVT Engine,1197,Automatic,81.8,113.0,21.21,BS IV,790000,5
Renault,Captur,2018,brown,suv,6603.0,1,5,petrol,50,1.5 H4K Petrol,1498,Automatic,105.0,142.0,13.87,BS V,1063000,5
Renault,Captur,2017,brown,suv,16556.0,2,5,petrol,50,1.5 H4K Petrol,1498,Automatic,105.0,142.0,13.87,BS V,838000,5
Maruti Suzuki,Ignis,2018,silver,hatchback,25626.0,1,5,petrol,32,1.2-Litre VVT Petrol Engine,1197,Automatic,81.8,113.0,20.89,BS V,663000,5
Maruti Suzuki,Swift,2021,blue,hatchback,9384.0,1,5,petrol,42,K Series Petrol Engine,1197,Automatic,85.8,114.0,18.6,BS IV,590000,5
Maruti Suzuki,Swift,2020,grey,hatchback,6104.0,1,5,petrol,37,VTVT Engine,1197,Automatic,81.8,113.0,21.21,BS IV,838000,5
Maruti Suzuki,Swift,2019,grey,hatchback,21992.0,2,5,petrol,37,VTVT Engine,1197,Automatic,81.8,113.0,21.21,BS IV,829000,5
Renault,Captur,2018,orange,suv,54137.0,1,5,petrol,50,1.5 H4K Petrol,1498,Automatic,105.0,142.0,13.87,BS V,799000,5
Maruti Suzuki,Dzire,2017,blue,sedan,33258.0,1,5,petrol,37,1.2 Litre Petrol Engine,1197,Automatic,88.5,113.0,23.26,BS V,722000,5
Hyundai,Verna,2018,white,sedan,23869.0,1,5,petrol,43,Front Wheel Drive,1591,Automatic,121.0,158.0,17.4,BS V,956000,6
Hyundai,Verna,2019,white,sedan,14831.0,1,5,petrol,43,Front Wheel Drive,1591,Automatic,121.0,158.0,17.4,BS V,1027000,6
Hyundai,Verna,2014,silver,sedan,52846.0,1,5,petrol,43,Front Wheel Drive,1591,Automatic,121.0,158.0,17.01,BS III,736000,4
Ford,Freestyle,2020,white,crossover,28335.0,2,5,diesel,42,1.5 litre Diesel Engine,1499,Automatic,98.96,215.0,18.5,BS V,749000,5
Maruti Suzuki,Ignis,2018,silver,hatchback,41176.0,1,5,petrol,32,1.2-Litre VVT Petrol Engine,1197,Automatic,81.8,113.0,20.89,BS V,691000,5
